ID,loan_purpose,borrower_employment_length,borrower_age,borrower_home_ownership,borrower_income,loan_rating,loan_amount,loan_rate,loan_status,loan_to_income_percent,cb_person_default_on_file,cb_person_cred_hist_length,rem_term
12032,EDUCATION,1,24,RENT,110000,A,11200,7.49,0,0.1,N,4,36
12033,DEBTCONSOLIDATION,9,25,MORTGAGE,78500,A,16000,7.88,0,0.2,N,2,60
12034,PERSONAL,3,24,RENT,180000,A,11200,5.79,0,0.06,N,4,36
12035,DEBTCONSOLIDATION,2,25,RENT,45000,A,11250,9.38,0,0.25,N,2,36
12036,HOMEIMPROVEMENT,1,25,RENT,75000,C,11250,13.24,0,0.15,N,3,36
12037,PERSONAL,3,22,MORTGAGE,72644,A,5900,7.49,1,0.08,N,3,36
12038,MEDICAL,7,26,MORTGAGE,61754,D,10000,14.83,1,0.14,N,4,36
12039,MEDICAL,5,21,RENT,35000,C,11300,13.49,1,0.32,N,3,36
12040,EDUCATION,8,26,RENT,41892,C,11300,13.22,0,0.27,N,4,36
12041,MEDICAL,6,25,MORTGAGE,78720,B,10000,9.62,0,0.13,N,2,60
12042,EDUCATION,4,22,MORTGAGE,78792,D,5500,14.61,0,0.07,N,4,60
12043,VENTURE,2,23,OWN,78885,B,20000,12.42,0,0.25,N,3,60
12044,MEDICAL,3,26,MORTGAGE,78948,B,17500,11.83,0,0.22,N,2,36
12045,PERSONAL,6,22,MORTGAGE,72955,B,7500,12.84,1,0.1,N,2,36
12046,EDUCATION,6,22,RENT,45000,C,11300,13.48,0,0.25,Y,2,36
12047,MEDICAL,6,22,OWN,78996,B,10000,11.11,0,0.13,N,2,60
12048,MEDICAL,7,23,RENT,71000,A,11300,7.49,0,0.16,N,2,36
12049,DEBTCONSOLIDATION,5,21,RENT,29000,B,11325,9.91,1,0.39,N,3,36
12050,MEDICAL,6,22,MORTGAGE,79000,A,10375,6.62,0,0.13,N,4,36
12051,EDUCATION,7,23,MORTGAGE,79000,A,17825,6.62,0,0.23,N,2,36
12052,MEDICAL,7,25,RENT,36000,B,11325,12.69,1,0.31,N,4,36
12053,PERSONAL,4,24,MORTGAGE,79000,A,8000,5.99,0,0.1,N,3,60
12054,VENTURE,10,25,RENT,30000,A,11400,7.51,1,0.38,N,4,36
12055,EDUCATION,9,26,RENT,41500,A,11400,7.66,0,0.27,N,3,36
12056,MEDICAL,3,24,RENT,43000,A,11400,11.71,0,0.27,N,2,36
12057,VENTURE,3,25,OWN,79000,A,14000,6.92,0,0.18,N,2,60
12058,VENTURE,3,22,MORTGAGE,79000,C,35000,13.8,0,0.44,Y,2,60
12059,EDUCATION,6,22,RENT,50000,D,11400,17.58,0,0.23,Y,4,60
12060,PERSONAL,4,23,RENT,60000,C,11400,15.23,0,0.19,Y,4,60
12061,DEBTCONSOLIDATION,9,25,MORTGAGE,79000,A,10000,5.79,0,0.13,N,2,36
12062,HOMEIMPROVEMENT,3,25,MORTGAGE,79000,A,20000,6.91,0,0.25,N,3,60
12063,MEDICAL,1,22,MORTGAGE,62050,C,2000,13.35,1,0.03,Y,4,36
12064,HOMEIMPROVEMENT,2,24,RENT,65000,B,11400,11.89,0,0.18,N,3,36
12065,DEBTCONSOLIDATION,1,24,RENT,73000,D,11400,14.84,1,0.16,Y,4,36
12066,DEBTCONSOLIDATION,0,25,MORTGAGE,79000,A,9000,6.76,0,0.11,N,4,36
12067,MEDICAL,7,25,MORTGAGE,62050,B,18300,10.62,1,0.25,N,3,36
12068,EDUCATION,6,22,MORTGAGE,79000,B,10000,10.99,0,0.13,N,2,60
12069,EDUCATION,2,23,MORTGAGE,79000,A,3200,7.88,0,0.04,N,2,60
12070,VENTURE,3,23,RENT,107806,B,11425,10.37,0,0.11,N,3,36
12071,EDUCATION,7,23,MORTGAGE,79000,C,16000,12.73,0,0.2,Y,4,60
12072,VENTURE,6,22,MORTGAGE,79000,C,11000,13.11,0,0.14,Y,4,36
12073,PERSONAL,6,26,MORTGAGE,79000,C,14000,13.57,0,0.18,Y,3,36
12074,VENTURE,9,25,OWN,79000,B,14500,11.48,0,0.18,N,3,60
12075,DEBTCONSOLIDATION,4,26,MORTGAGE,79000,C,18500,9.32,0,0.23,Y,3,36
12076,MEDICAL,2,25,MORTGAGE,79000,C,15000,13.79,0,0.19,N,2,60
12077,PERSONAL,9,25,MORTGAGE,79000,B,7500,10.01,0,0.09,N,3,36
12078,VENTURE,4,23,MORTGAGE,79100,A,3300,5.42,0,0.04,N,3,36
12079,EDUCATION,0,24,RENT,24000,A,11500,7.51,1,0.48,N,3,36
12080,MEDICAL,8,26,MORTGAGE,79200,A,6075,6.03,0,0.08,N,2,36
12081,VENTURE,8,24,OWN,79200,A,3800,6.62,0,0.05,N,4,60
12082,EDUCATION,7,23,MORTGAGE,79200,A,5000,5.42,0,0.06,N,3,60
12083,EDUCATION,6,23,MORTGAGE,79200,A,8000,7.88,0,0.1,N,4,36
12084,VENTURE,6,22,MORTGAGE,79200,B,4750,10.25,0,0.06,N,3,60
12085,EDUCATION,5,26,MORTGAGE,79380,C,10000,12.23,0,0.13,Y,3,36
12086,HOMEIMPROVEMENT,8,24,MORTGAGE,79400,B,12000,9.88,0,0.15,N,4,60
12087,MEDICAL,0,25,OTHER,62393,D,20000,15.05,1,0.27,Y,3,60
12088,EDUCATION,1,26,MORTGAGE,79500,B,6000,11.36,0,0.08,N,2,36
12089,DEBTCONSOLIDATION,10,26,MORTGAGE,79560,B,8000,12.53,0,0.1,N,4,36
12090,DEBTCONSOLIDATION,0,26,RENT,34100,A,11500,6.62,1,0.34,N,3,36
12091,EDUCATION,6,22,MORTGAGE,79618,A,7000,7.74,0,0.09,N,3,36
12092,HOMEIMPROVEMENT,2,21,RENT,34500,D,11500,15.31,1,0.33,N,2,36
12093,EDUCATION,8,24,MORTGAGE,79632,C,7200,14.17,0,0.09,Y,3,36
12094,DEBTCONSOLIDATION,9,26,MORTGAGE,79700,B,7200,9.99,0,0.09,N,3,60
12095,HOMEIMPROVEMENT,6,25,MORTGAGE,79700,A,10000,9.63,0,0.13,N,4,36
12096,EDUCATION,2,24,OWN,79768,C,12000,13.49,0,0.15,Y,4,36
12097,EDUCATION,7,23,OWN,40000,A,13000,7.29,0,0.33,N,4,60
12098,EDUCATION,9,25,MORTGAGE,79992,A,10000,6.03,0,0.13,N,2,36
12099,DEBTCONSOLIDATION,7,23,MORTGAGE,79992,B,6000,8.9,0,0.08,N,3,60
12100,DEBTCONSOLIDATION,0,23,RENT,34000,B,11500,11.49,1,0.34,N,2,36
12101,EDUCATION,2,23,MORTGAGE,79996,E,24000,16.32,0,0.3,Y,3,36
12102,EDUCATION,6,23,OWN,40000,A,3000,7.66,0,0.07,N,3,60
12103,EDUCATION,8,26,MORTGAGE,74000,B,15000,9.91,1,0.2,N,3,60
12104,EDUCATION,0,26,RENT,41784,B,11500,10.95,0,0.28,N,4,36
12105,VENTURE,5,26,MORTGAGE,80000,D,12000,16.29,0,0.15,N,2,60
12106,DEBTCONSOLIDATION,8,24,RENT,42000,A,11500,7.88,0,0.27,N,2,36
12107,VENTURE,9,25,MORTGAGE,80000,E,4000,19.03,0,0.05,Y,3,36
12108,HOMEIMPROVEMENT,7,25,MORTGAGE,80000,A,6000,7.9,0,0.07,N,3,36
12109,VENTURE,9,25,RENT,42000,C,11500,13.79,0,0.27,Y,3,36
12110,MEDICAL,9,24,MORTGAGE,80000,A,10000,11.49,0,0.13,N,2,36
12111,DEBTCONSOLIDATION,8,26,RENT,45760,C,11500,11.78,0,0.25,N,4,36
12112,VENTURE,3,25,RENT,45996,C,11500,12.53,0,0.25,N,4,36
12113,EDUCATION,7,23,MORTGAGE,80000,B,15000,12.42,0,0.19,N,2,36
12114,MEDICAL,4,26,MORTGAGE,62900,A,11000,7.9,1,0.15,N,3,36
12115,HOMEIMPROVEMENT,0,26,RENT,57000,A,11500,7.51,0,0.2,N,3,36
12116,MEDICAL,4,25,MORTGAGE,80000,C,25000,13.49,0,0.31,N,2,36
12117,EDUCATION,4,22,OWN,40000,A,8000,5.79,0,0.2,N,2,60
12118,EDUCATION,5,24,RENT,62500,A,11500,5.79,0,0.18,N,3,36
12119,DEBTCONSOLIDATION,3,23,MORTGAGE,80000,B,24000,11.71,0,0.3,N,3,60
12120,HOMEIMPROVEMENT,8,24,MORTGAGE,80000,A,18000,7.9,0,0.23,N,2,36
12121,VENTURE,3,24,RENT,63000,C,11500,14.79,0,0.18,N,2,36
12122,VENTURE,3,24,RENT,68298,A,11500,10.95,0,0.17,N,2,60
12123,VENTURE,2,23,RENT,70000,B,11500,11.86,0,0.16,N,3,36
12124,PERSONAL,8,24,MORTGAGE,80000,B,8000,9.32,0,0.1,N,4,36
12125,EDUCATION,8,24,MORTGAGE,80000,A,10000,8.9,0,0.13,N,4,60
12126,EDUCATION,3,24,RENT,74000,B,11500,10.74,0,0.16,N,3,36
12127,DEBTCONSOLIDATION,9,25,MORTGAGE,80000,A,4000,6.62,0,0.05,N,2,60
12128,VENTURE,7,24,MORTGAGE,80000,A,12000,6.62,0,0.15,N,2,60
12129,HOMEIMPROVEMENT,7,26,RENT,79000,B,11500,11.99,0,0.15,N,3,36
12130,EDUCATION,9,25,MORTGAGE,74000,A,18000,7.9,1,0.24,N,2,36
12131,VENTURE,4,24,RENT,125000,B,11500,10.38,0,0.09,N,2,36
12132,MEDICAL,4,24,RENT,41000,C,11525,12.99,0,0.28,Y,3,36
12133,DEBTCONSOLIDATION,9,25,RENT,77954,D,11550,16.77,1,0.15,N,2,36
12134,PERSONAL,0,22,RENT,40000,A,11575,8.49,0,0.29,N,3,36
12135,VENTURE,9,25,OWN,80000,C,12800,7.49,0,0.16,N,3,36
12136,MEDICAL,5,22,MORTGAGE,80000,B,9500,11.71,0,0.12,N,2,36
12137,DEBTCONSOLIDATION,0,26,RENT,70000,A,11600,6.99,0,0.17,N,3,60
12138,HOMEIMPROVEMENT,2,26,MORTGAGE,80000,C,4200,14.27,0,0.05,N,4,36
12139,MEDICAL,0,26,RENT,71000,B,11600,10.99,0,0.16,N,2,36
12140,EDUCATION,7,23,RENT,40000,B,11650,11.99,0,0.29,N,4,36
12141,VENTURE,6,22,MORTGAGE,80000,B,16000,12.42,0,0.2,N,4,36
12142,MEDICAL,1,23,RENT,57996,C,11650,13.47,0,0.2,N,2,36
12143,MEDICAL,6,26,RENT,30000,B,11700,11.71,1,0.39,N,2,36
12144,HOMEIMPROVEMENT,6,24,MORTGAGE,80000,C,7000,14.65,0,0.09,N,4,36
12145,VENTURE,9,25,MORTGAGE,80000,A,6000,6.03,0,0.07,N,4,36
12146,PERSONAL,2,25,MORTGAGE,80000,C,4900,15.27,0,0.06,N,4,36
12147,HOMEIMPROVEMENT,10,26,MORTGAGE,80000,A,7000,6.03,0,0.09,N,4,60
12148,EDUCATION,6,22,MORTGAGE,74000,A,4000,7.51,1,0.05,N,3,60
12149,PERSONAL,5,25,MORTGAGE,80000,A,18200,7.9,0,0.23,N,2,36
12150,DEBTCONSOLIDATION,6,22,RENT,66000,E,11750,17.14,1,0.18,N,2,36
12151,MEDICAL,2,25,MORTGAGE,80000,A,5000,7.51,0,0.06,N,3,36
12152,PERSONAL,1,22,RENT,44400,C,11775,13.49,0,0.27,Y,4,36
12153,VENTURE,4,22,RENT,35000,B,11800,10.95,1,0.34,N,2,60
12154,VENTURE,6,25,MORTGAGE,80000,B,10000,12.09,0,0.13,N,4,60
12155,VENTURE,3,24,RENT,40000,A,11800,6.92,0,0.29,N,4,36
12156,MEDICAL,6,25,MORTGAGE,80000,A,3000,6.03,0,0.04,N,2,36
12157,EDUCATION,6,23,RENT,42000,B,11800,12.69,0,0.28,N,2,36
12158,DEBTCONSOLIDATION,5,26,RENT,76000,C,11800,13.11,0,0.16,Y,3,60
12159,VENTURE,5,22,RENT,94000,C,11800,13.99,0,0.13,N,4,36
12160,EDUCATION,7,23,MORTGAGE,80000,D,7000,16.29,0,0.09,Y,3,60
12161,MEDICAL,7,22,RENT,42500,D,11850,14.11,1,0.28,Y,2,60
12162,PERSONAL,6,25,RENT,50000,B,11875,10.65,0,0.24,N,2,36
12163,DEBTCONSOLIDATION,2,23,RENT,35000,A,11900,7.66,1,0.34,N,3,36
12164,PERSONAL,4,25,MORTGAGE,80000,A,11000,6.62,0,0.14,N,3,36
12165,DEBTCONSOLIDATION,5,21,RENT,50000,A,11975,11.54,0,0.24,N,3,36
12166,VENTURE,7,23,MORTGAGE,80000,B,22000,10.65,0,0.28,N,2,60
12167,VENTURE,5,23,MORTGAGE,80000,A,2000,7.9,0,0.03,N,4,60
12168,PERSONAL,4,24,MORTGAGE,80000,C,2000,15.27,0,0.03,Y,3,36
12169,VENTURE,1,25,RENT,20000,A,12000,8.07,1,0.6,N,4,36
12170,EDUCATION,6,22,MORTGAGE,80000,B,35000,8,0,0.44,N,2,36
12171,VENTURE,5,25,MORTGAGE,80000,A,12000,5.99,0,0.15,N,2,36
12172,EDUCATION,5,24,OWN,80000,C,2200,13.49,0,0.03,N,4,60
12173,DEBTCONSOLIDATION,5,23,MORTGAGE,74000,D,25975,19.91,1,0.35,N,2,60
12174,PERSONAL,0,22,RENT,24000,C,12000,14.79,1,0.5,N,2,36
12175,PERSONAL,3,24,RENT,24000,B,12000,10.36,1,0.5,N,4,36
12176,DEBTCONSOLIDATION,1,25,RENT,24000,D,12000,12.17,1,0.5,Y,4,36
12177,HOMEIMPROVEMENT,2,24,MORTGAGE,80000,A,5000,6.99,0,0.06,N,4,36
12178,PERSONAL,4,22,RENT,24996,B,12000,9.63,1,0.48,N,3,36
12179,EDUCATION,7,23,MORTGAGE,80000,B,10000,10.59,0,0.13,N,2,36
12180,MEDICAL,5,24,RENT,26000,A,12000,7.9,1,0.46,N,2,36
12181,MEDICAL,5,25,RENT,26000,B,12000,11.99,1,0.46,N,3,60
12182,VENTURE,9,25,MORTGAGE,80000,D,14000,15.62,0,0.17,Y,4,36
12183,VENTURE,5,24,RENT,26000,C,12000,14.26,1,0.46,N,3,36
12184,HOMEIMPROVEMENT,8,24,MORTGAGE,80000,A,5550,8.49,0,0.07,N,2,36
12185,EDUCATION,5,21,MORTGAGE,80000,A,12000,5.99,0,0.15,N,2,60
12186,MEDICAL,2,24,MORTGAGE,80000,B,2500,11.49,0,0.03,N,2,60
12187,EDUCATION,2,23,RENT,28000,C,12000,14.27,1,0.43,Y,4,36
12188,VENTURE,4,24,MORTGAGE,80000,A,3000,6.99,0,0.04,N,2,36
12189,EDUCATION,6,22,MORTGAGE,80000,B,16000,11.99,0,0.2,N,3,36
12190,MEDICAL,0,24,RENT,29000,D,12000,15.05,1,0.41,Y,2,36
12191,EDUCATION,6,23,MORTGAGE,80000,A,9000,7.49,0,0.11,N,4,36
12192,MEDICAL,4,23,MORTGAGE,80000,B,8000,10.99,0,0.1,N,3,60
12193,VENTURE,8,24,RENT,29435,A,12000,7.66,1,0.41,N,3,36
12194,MEDICAL,5,26,MORTGAGE,80000,A,5000,9.33,0,0.06,N,3,36
12195,MEDICAL,0,25,MORTGAGE,80000,B,15500,13.06,0,0.19,N,3,60
12196,EDUCATION,1,22,RENT,30000,B,12000,10.99,1,0.4,N,3,60
12197,VENTURE,8,24,MORTGAGE,80000,D,5000,15.62,0,0.06,Y,2,36
12198,VENTURE,5,21,RENT,30000,A,12000,5.79,1,0.4,N,3,36
12199,EDUCATION,0,24,RENT,30000,A,12000,6.91,1,0.4,N,3,36
12200,PERSONAL,,23,MORTGAGE,80000,A,3000,5.99,0,0.04,N,3,60
12201,PERSONAL,9,25,OWN,80000,B,2700,10.59,0,0.03,N,4,36
12202,VENTURE,8,24,OWN,80000,A,12000,7.49,0,0.15,N,3,60
12203,VENTURE,7,23,MORTGAGE,80000,C,4000,15.23,0,0.05,N,3,36
12204,EDUCATION,2,22,RENT,30000,C,12000,13.72,1,0.4,N,2,60
12205,VENTURE,3,23,MORTGAGE,80000,A,5500,5.42,0,0.07,N,2,60
12206,VENTURE,2,22,RENT,30000,D,12000,14.46,1,0.4,N,2,36
12207,VENTURE,8,24,MORTGAGE,80000,C,12000,13.99,0,0.15,Y,3,36
12208,EDUCATION,4,22,RENT,30000,B,12000,10.62,1,0.4,N,3,36
12209,MEDICAL,8,24,MORTGAGE,80000,A,9000,5.79,0,0.11,N,4,36
12210,VENTURE,7,23,OWN,80000,A,4000,5.99,0,0.05,N,4,36
12211,PERSONAL,0,24,RENT,30000,B,12000,11.48,1,0.4,N,3,60
12212,VENTURE,0,25,RENT,30000,B,12000,11.48,1,0.4,N,4,36
12213,MEDICAL,0,22,RENT,30000,A,12000,9.32,1,0.4,N,3,60
12214,EDUCATION,4,22,OWN,80000,B,4800,10.99,0,0.06,N,4,36
12215,VENTURE,2,25,MORTGAGE,80000,A,10000,7.49,0,0.13,N,4,60
12216,EDUCATION,3,23,MORTGAGE,80000,A,6000,5.99,0,0.07,N,4,36
12217,DEBTCONSOLIDATION,10,26,MORTGAGE,80000,B,10800,11.99,0,0.14,N,3,36
12218,EDUCATION,5,21,MORTGAGE,80000,C,5000,12.99,0,0.06,N,2,36
12219,DEBTCONSOLIDATION,0,22,RENT,31000,B,12000,10.25,1,0.39,N,4,36
12220,EDUCATION,3,25,MORTGAGE,80000,D,20000,15.62,0,0.25,Y,3,36
12221,DEBTCONSOLIDATION,8,24,OWN,74000,G,35000,20.11,1,0.47,N,3,60
12222,DEBTCONSOLIDATION,9,25,MORTGAGE,80000,A,10250,5.42,0,0.13,N,4,36
12223,EDUCATION,6,22,RENT,31200,B,12000,10.39,1,0.38,N,2,36
12224,DEBTCONSOLIDATION,,22,RENT,31800,A,12000,5.42,1,0.38,N,2,36
12225,EDUCATION,7,22,MORTGAGE,80000,B,1500,10.37,0,0.02,N,2,60
12226,EDUCATION,1,26,MORTGAGE,74000,B,24000,10.74,1,0.32,N,3,36
12227,MEDICAL,4,24,RENT,32000,A,12000,7.51,1,0.38,N,2,36
12228,VENTURE,0,22,MORTGAGE,74000,G,19000,20.48,1,0.26,Y,2,60
12229,PERSONAL,7,23,MORTGAGE,74000,B,2100,16.49,1,0.03,N,4,36
12230,VENTURE,7,23,MORTGAGE,80000,A,4800,7.29,0,0.06,N,4,60
12231,MEDICAL,1,24,RENT,32000,A,12000,7.29,1,0.38,N,2,60
12232,PERSONAL,4,22,MORTGAGE,80000,A,7250,14.59,0,0.09,N,3,36
12233,EDUCATION,5,24,RENT,32000,C,12000,13.85,1,0.38,N,3,36
12234,DEBTCONSOLIDATION,0,26,MORTGAGE,74000,E,16800,16.4,1,0.23,Y,4,36
12235,DEBTCONSOLIDATION,8,24,RENT,32000,C,12000,12.87,1,0.38,Y,2,36
12236,MEDICAL,6,26,RENT,32000,A,12000,8.94,1,0.38,N,3,60
12237,PERSONAL,0,21,RENT,32000,B,12000,16.49,1,0.38,N,4,36
12238,HOMEIMPROVEMENT,5,25,MORTGAGE,80000,C,14625,12.68,0,0.18,Y,4,36
12239,MEDICAL,0,22,RENT,32500,B,12000,11.49,1,0.37,N,2,36
12240,DEBTCONSOLIDATION,8,23,RENT,33000,A,12000,8.49,1,0.36,N,3,36
12241,HOMEIMPROVEMENT,9,25,MORTGAGE,80000,B,12000,10,0,0.15,N,4,36
12242,PERSONAL,3,22,RENT,33504,C,12000,13.98,1,0.36,Y,3,36
12243,PERSONAL,8,24,MORTGAGE,80000,D,25000,14.46,0,0.31,Y,2,36
12244,VENTURE,5,23,RENT,33504,C,12000,13.11,1,0.36,Y,4,36
12245,PERSONAL,5,22,RENT,33600,B,12000,9.91,1,0.36,N,4,60
12246,MEDICAL,2,21,RENT,33600,B,12000,11.12,1,0.36,N,3,36
12247,EDUCATION,0,26,MORTGAGE,80000,A,6300,5.79,0,0.08,N,4,36
12248,MEDICAL,8,24,RENT,34000,B,12000,11.71,1,0.35,N,4,36
12249,PERSONAL,2,24,MORTGAGE,80000,A,20000,6.54,0,0.25,N,4,36
12250,PERSONAL,7,23,OWN,80000,B,9000,9.62,0,0.11,N,2,60
12251,DEBTCONSOLIDATION,9,25,MORTGAGE,80000,A,13000,6.54,0,0.16,N,3,36
12252,PERSONAL,2,26,RENT,34000,D,12000,14.96,1,0.35,N,3,36
12253,EDUCATION,0,24,OWN,80000,A,16000,6.17,0,0.2,N,4,36
12254,VENTURE,0,25,MORTGAGE,80000,A,12000,6.91,0,0.15,N,2,60
12255,EDUCATION,3,26,MORTGAGE,80000,A,18000,5.79,0,0.23,N,4,60
12256,DEBTCONSOLIDATION,5,23,RENT,34000,C,12000,12.84,1,0.35,N,4,60
12257,DEBTCONSOLIDATION,5,25,MORTGAGE,80000,A,18000,5.79,0,0.23,N,2,36
12258,MEDICAL,6,26,MORTGAGE,80000,A,2000,6.91,0,0.03,N,3,36
12259,MEDICAL,9,25,MORTGAGE,80000,A,3000,6.17,0,0.04,N,4,60
12260,EDUCATION,5,25,MORTGAGE,80000,B,25000,10.36,0,0.31,N,3,36
12261,MEDICAL,0,25,MORTGAGE,80000,A,10000,5.79,0,0.13,N,4,60
12262,EDUCATION,0,24,RENT,34132,B,12000,10.62,1,0.35,N,3,36
12263,EDUCATION,0,22,OWN,40000,A,6000,8,0,0.15,N,3,36
12264,DEBTCONSOLIDATION,3,26,RENT,34138,B,12000,10.39,1,0.35,N,2,36
12265,EDUCATION,3,22,RENT,34500,D,12000,14.84,1,0.35,Y,2,36
12266,MEDICAL,4,24,RENT,34500,B,12000,10.38,1,0.35,N,2,36
12267,VENTURE,7,23,OWN,80000,B,25000,9.99,0,0.31,N,3,36
12268,VENTURE,4,25,MORTGAGE,80000,C,15000,12.61,0,0.19,Y,4,36
12269,PERSONAL,6,24,MORTGAGE,80000,A,16000,7.88,0,0.2,N,2,36
12270,MEDICAL,0,22,MORTGAGE,80000,C,2000,14.72,0,0.03,Y,3,60
12271,PERSONAL,2,22,RENT,35000,B,12000,11.36,1,0.34,N,2,60
12272,EDUCATION,5,25,OWN,40000,C,6000,13.47,0,0.15,Y,3,36
12273,EDUCATION,1,21,OWN,40000,C,15000,13.16,0,0.38,N,2,36
12274,VENTURE,3,23,MORTGAGE,74000,C,10000,14.11,1,0.14,Y,3,36
12275,DEBTCONSOLIDATION,6,22,RENT,35000,B,12000,11.71,1,0.34,N,4,36
12276,DEBTCONSOLIDATION,3,23,RENT,35000,B,12000,10,1,0.34,N,4,36
12277,VENTURE,1,24,RENT,35000,A,12000,6.54,1,0.34,N,2,36
12278,EDUCATION,0,26,RENT,35000,C,12000,10.91,1,0.34,Y,2,36
12279,EDUCATION,8,23,MORTGAGE,80000,D,8000,15.58,0,0.1,N,4,36
12280,DEBTCONSOLIDATION,8,24,MORTGAGE,80000,C,24000,14.35,0,0.3,Y,3,36
12281,VENTURE,2,26,MORTGAGE,80000,A,4900,6.76,0,0.06,N,3,36
12282,PERSONAL,5,25,RENT,29004,C,12000,12.84,1,0.41,Y,4,60
12283,VENTURE,8,24,RENT,35400,A,12000,7.29,1,0.34,N,4,36
12284,EDUCATION,3,25,OWN,80000,C,10000,14.72,0,0.13,Y,3,60
12285,EDUCATION,7,24,OWN,40000,C,2000,12.53,0,0.05,N,4,36
12286,MEDICAL,0,25,RENT,36000,B,12000,9.91,1,0.33,N,3,36
12287,DEBTCONSOLIDATION,4,26,RENT,30000,B,12000,11.11,1,0.4,N,3,36
12288,PERSONAL,7,23,MORTGAGE,80000,A,4000,7.51,0,0.05,N,3,60
12289,EDUCATION,0,24,MORTGAGE,80000,A,18000,7.51,0,0.23,N,3,36
12290,VENTURE,0,23,OWN,40000,A,6400,8.32,0,0.16,N,3,36
12291,MEDICAL,7,24,RENT,36000,B,12000,8.88,1,0.33,N,4,36
12292,DEBTCONSOLIDATION,5,26,MORTGAGE,80000,A,7000,7.51,0,0.09,N,2,60
12293,EDUCATION,,25,RENT,36000,A,12000,5.79,1,0.33,N,3,36
12294,VENTURE,6,22,RENT,36000,B,12000,11.49,1,0.33,N,2,60
12295,PERSONAL,1,23,MORTGAGE,80000,C,11000,12.73,0,0.14,N,3,60
12296,EDUCATION,,23,MORTGAGE,80000,B,25000,10.25,0,0.31,N,4,36
12297,MEDICAL,9,25,MORTGAGE,62900,D,8825,15.7,1,0.12,Y,3,36
12298,DEBTCONSOLIDATION,2,21,RENT,36780,B,12000,11.49,1,0.33,N,4,60
12299,DEBTCONSOLIDATION,2,25,RENT,31008,C,12000,13.79,1,0.39,N,4,36
12300,EDUCATION,8,24,MORTGAGE,80000,B,18000,10.62,0,0.23,N,2,36
12301,EDUCATION,1,23,MORTGAGE,80000,C,12000,13.48,0,0.15,Y,4,36
12302,PERSONAL,8,24,MORTGAGE,80000,C,12000,13.48,0,0.15,Y,4,36
12303,DEBTCONSOLIDATION,6,22,MORTGAGE,80000,A,10000,7.14,0,0.13,N,4,60
12304,EDUCATION,1,23,MORTGAGE,80000,B,15000,9.88,0,0.19,N,4,60
12305,EDUCATION,10,26,MORTGAGE,80000,D,15000,16.07,0,0.19,N,2,60
12306,VENTURE,10,26,MORTGAGE,80000,B,25000,6.03,0,0.31,N,3,36
12307,VENTURE,9,25,MORTGAGE,80000,A,12000,7.88,0,0.15,N,3,36
12308,MEDICAL,4,26,OWN,62900,E,24250,10,1,0.33,Y,2,36
12309,EDUCATION,7,22,RENT,31200,B,12000,10.99,1,0.38,N,2,36
12310,VENTURE,5,22,MORTGAGE,80000,B,5000,11.36,0,0.06,N,3,36
12311,DEBTCONSOLIDATION,5,25,MORTGAGE,80000,A,8500,7.51,0,0.11,N,2,36
12312,EDUCATION,3,23,MORTGAGE,80000,D,25000,16,0,0.31,Y,4,36
12313,MEDICAL,0,24,MORTGAGE,80000,C,25000,17.58,0,0.31,Y,2,36
12314,EDUCATION,1,22,RENT,37392,B,12000,10.62,1,0.32,N,2,36
12315,PERSONAL,10,26,MORTGAGE,80000,B,25000,10.62,0,0.31,N,4,36
12316,PERSONAL,6,22,MORTGAGE,80000,A,5000,7.14,0,0.06,N,2,36
12317,MEDICAL,6,21,RENT,32000,D,12000,15.23,1,0.38,Y,2,36
12318,PERSONAL,4,26,MORTGAGE,80000,D,5000,14.96,0,0.06,Y,3,36
12319,VENTURE,5,23,MORTGAGE,80000,D,20000,14.96,0,0.25,N,3,36
12320,PERSONAL,7,23,RENT,38000,B,12000,11.71,1,0.32,N,2,60
12321,MEDICAL,6,22,MORTGAGE,62900,E,12000,16.35,1,0.16,Y,2,36
12322,EDUCATION,2,23,OWN,80000,F,6000,19.13,0,0.07,Y,4,60
12323,PERSONAL,3,22,MORTGAGE,74000,B,10000,11.83,1,0.14,N,3,36
12324,EDUCATION,5,21,RENT,38000,B,12000,10.37,1,0.32,N,4,36
12325,PERSONAL,0,26,RENT,38000,B,12000,7.49,1,0.32,N,4,36
12326,PERSONAL,2,24,RENT,38000,C,12000,13.23,1,0.32,Y,3,60
12327,DEBTCONSOLIDATION,7,23,MORTGAGE,80000,A,10000,7.74,0,0.13,N,3,36
12328,VENTURE,0,24,RENT,38000,B,12000,11.89,1,0.32,N,3,36
12329,DEBTCONSOLIDATION,3,22,MORTGAGE,80000,A,6000,7.4,0,0.07,N,3,60
12330,EDUCATION,0,24,RENT,38000,C,12000,11.34,1,0.32,N,3,60
12331,MEDICAL,4,25,MORTGAGE,80000,A,6000,7.74,0,0.07,N,4,36
12332,DEBTCONSOLIDATION,4,24,RENT,38001,A,12000,6.17,1,0.32,N,3,36
12333,EDUCATION,10,25,MORTGAGE,80000,D,25000,15.31,0,0.31,N,2,36
12334,PERSONAL,0,24,MORTGAGE,80000,A,6000,8.59,0,0.07,N,4,36
12335,EDUCATION,6,25,OWN,80000,B,25000,11.48,0,0.31,N,4,36
12336,EDUCATION,5,22,RENT,38004,B,12000,10.75,1,0.32,N,3,36
